Name,Description,Web URL,Publish date,Author,Published in
What is the simplest quantum field theory?,Research contribution by Jared Kaplan,https://scholar.google.com/citations?user=KNr3vb4AAAAJ,N/A,Jared Kaplan,Johns Hopkins University
The analytic bootstrap and AdS superhorizon locality,Research contribution by Jared Kaplan,https://scholar.google.com/citations?user=KNr3vb4AAAAJ,N/A,Jared Kaplan,Johns Hopkins University
beta-VAE: Learning Basic Visual Concepts with a Constrained Variational Framework,Research contribution by Shakir Mohamed,https://scholar.google.com/citations?user=cIlDEugAAAAJ,N/A,Shakir Mohamed,University of Cape Town
Stochastic Backpropagation and Approximate Inference in Deep Generative Models,Research contribution by Shakir Mohamed,https://scholar.google.com/citations?user=cIlDEugAAAAJ,N/A,Shakir Mohamed,University of Cape Town
Semi-Supervised Learning with Deep Generative Models,Research contribution by Shakir Mohamed,https://scholar.google.com/citations?user=cIlDEugAAAAJ,N/A,Shakir Mohamed,University of Cape Town
Variational Inference with Normalizing Flows,Research contribution by Shakir Mohamed,https://scholar.google.com/citations?user=cIlDEugAAAAJ,N/A,Shakir Mohamed,University of Cape Town
A clinically applicable approach to continuous prediction of future acute kidney injury,Research contribution by Shakir Mohamed,https://scholar.google.com/citations?user=cIlDEugAAAAJ,N/A,Shakir Mohamed,University of Cape Town
Fairness through awareness,Research contribution by Moritz Hardt,https://scholar.google.com/citations?user=adnTgaAAAAAJ,N/A,Moritz Hardt,"University of California, Berkeley"
Understanding deep learning (still) requires rethinking generalization,Research contribution by Moritz Hardt,https://scholar.google.com/citations?user=adnTgaAAAAAJ,N/A,Moritz Hardt,"University of California, Berkeley"
Equality of Opportunity in Supervised Learning,Research contribution by Moritz Hardt,https://scholar.google.com/citations?user=adnTgaAAAAAJ,N/A,Moritz Hardt,"University of California, Berkeley"
Understanding deep learning requires rethinking generalization,Research contribution by Moritz Hardt,https://scholar.google.com/citations?user=adnTgaAAAAAJ,N/A,Moritz Hardt,"University of California, Berkeley"
Sanity Checks for Saliency Maps,Research contribution by Moritz Hardt,https://scholar.google.com/citations?user=adnTgaAAAAAJ,N/A,Moritz Hardt,"University of California, Berkeley"
"Relational inductive biases, deep learning, and graph networks",Research contribution by Peter Battaglia,https://scholar.google.com/scholar?q=Peter+Battaglia,N/A,Peter Battaglia,N/A
Learning skillful medium-range global weather forecasting,Research contribution by Peter Battaglia,https://scholar.google.com/scholar?q=Peter+Battaglia,N/A,Peter Battaglia,N/A
Simulation as an engine of physical scene understanding,Research contribution by Peter Battaglia,https://scholar.google.com/scholar?q=Peter+Battaglia,N/A,Peter Battaglia,N/A
"Interaction Networks for Learning about Objects, Relations and Physics",Research contribution by Peter Battaglia,https://scholar.google.com/scholar?q=Peter+Battaglia,N/A,Peter Battaglia,N/A
A simple neural network module for relational reasoning,Research contribution by Peter Battaglia,https://scholar.google.com/scholar?q=Peter+Battaglia,N/A,Peter Battaglia,N/A
mixup: Beyond Empirical Risk Minimization,Research contribution by Yann Dauphin,https://scholar.google.com/citations?user=XSforroAAAAJ,N/A,Yann Dauphin,N/A
Convolutional Sequence to Sequence Learning,Research contribution by Yann Dauphin,https://scholar.google.com/citations?user=XSforroAAAAJ,N/A,Yann Dauphin,N/A
Language Modeling with Gated Convolutional Networks,Research contribution by Yann Dauphin,https://scholar.google.com/citations?user=XSforroAAAAJ,N/A,Yann Dauphin,N/A
Hierarchical Neural Story Generation,Research contribution by Yann Dauphin,https://scholar.google.com/citations?user=XSforroAAAAJ,N/A,Yann Dauphin,N/A
Sparse R-CNN: End-to-End Object Detection with Learnable Proposals,Research contribution by Lei Li,https://scholar.google.com/scholar?q=Lei+Li,N/A,Lei Li,Jiangsu University
SOLO: Segmenting Objects by Locations,Research contribution by Lei Li,https://scholar.google.com/scholar?q=Lei+Li,N/A,Lei Li,Jiangsu University
On the Sentence Embeddings from Pre-trained Language Models,Research contribution by Lei Li,https://scholar.google.com/scholar?q=Lei+Li,N/A,Lei Li,Jiangsu University
"VaTeX: A Large-Scale, High-Quality Multilingual Dataset for Video-and-Language Research",Research contribution by Lei Li,https://scholar.google.com/scholar?q=Lei+Li,N/A,Lei Li,Jiangsu University
RolX,Research contribution by Lei Li,https://scholar.google.com/scholar?q=Lei+Li,N/A,Lei Li,Jiangsu University
On Assessing ML Model Robustness: A Methodological Framework (Academic Track),Research contribution by Aleksander Madry,https://scholar.google.com/scholar?q=Aleksander+Madry,N/A,Aleksander Madry,Institut de Recherche Technologique SystemX
Towards Deep Learning Models Resistant to Adversarial Attacks,Research contribution by Aleksander Madry,https://scholar.google.com/scholar?q=Aleksander+Madry,N/A,Aleksander Madry,Institut de Recherche Technologique SystemX
On Evaluating Adversarial Robustness,Research contribution by Aleksander Madry,https://scholar.google.com/scholar?q=Aleksander+Madry,N/A,Aleksander Madry,Institut de Recherche Technologique SystemX
"Adversarial Examples Are Not Bugs, They Are Features",Research contribution by Aleksander Madry,https://scholar.google.com/scholar?q=Aleksander+Madry,N/A,Aleksander Madry,Institut de Recherche Technologique SystemX
Robustness May Be at Odds with Accuracy,Research contribution by Aleksander Madry,https://scholar.google.com/scholar?q=Aleksander+Madry,N/A,Aleksander Madry,Institut de Recherche Technologique SystemX
Graph Attention Networks,Research contribution by Petar Veličković,https://scholar.google.com/citations?user=kcTK_FAAAAAJ,N/A,Petar Veličković,University of Nis
Scientific discovery in the age of artificial intelligence,Research contribution by Petar Veličković,https://scholar.google.com/citations?user=kcTK_FAAAAAJ,N/A,Petar Veličković,University of Nis
"Geometric Deep Learning: Grids, Groups, Graphs, Geodesics, and Gauges",Research contribution by Petar Veličković,https://scholar.google.com/citations?user=kcTK_FAAAAAJ,N/A,Petar Veličković,University of Nis
Advancing mathematics by guiding human intuition with AI,Research contribution by Petar Veličković,https://scholar.google.com/citations?user=kcTK_FAAAAAJ,N/A,Petar Veličković,University of Nis
Learning Transferable Visual Models From Natural Language Supervision,Research contribution by Amanda Askell,https://scholar.google.com/citations?user=NYOJzM4AAAAJ,N/A,Amanda Askell,Anthropic
Training language models to follow instructions with human feedback,Research contribution by Amanda Askell,https://scholar.google.com/citations?user=NYOJzM4AAAAJ,N/A,Amanda Askell,Anthropic
Language Models are Few-Shot Learners,Research contribution by Amanda Askell,https://scholar.google.com/citations?user=NYOJzM4AAAAJ,N/A,Amanda Askell,Anthropic
Beyond the Imitation Game: Quantifying and extrapolating the capabilities of language models,Research contribution by Amanda Askell,https://scholar.google.com/citations?user=NYOJzM4AAAAJ,N/A,Amanda Askell,Anthropic
Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,Research contribution by Amanda Askell,https://scholar.google.com/citations?user=NYOJzM4AAAAJ,N/A,Amanda Askell,Anthropic
Signal Recovery From Random Measurements Via Orthogonal Matching Pursuit,Research contribution by Anna Gilbert,https://scholar.google.com/scholar?q=Anna+Gilbert,N/A,Anna Gilbert,Yale University
Algorithms for simultaneous sparse approximation. Part I: Greedy pursuit,Research contribution by Anna Gilbert,https://scholar.google.com/scholar?q=Anna+Gilbert,N/A,Anna Gilbert,Yale University
Sparse Recovery Using Sparse Matrices,Research contribution by Anna Gilbert,https://scholar.google.com/scholar?q=Anna+Gilbert,N/A,Anna Gilbert,Yale University
Dynamics of IP traffic,Research contribution by Anna Gilbert,https://scholar.google.com/scholar?q=Anna+Gilbert,N/A,Anna Gilbert,Yale University
Data networks as cascades,Research contribution by Anna Gilbert,https://scholar.google.com/scholar?q=Anna+Gilbert,N/A,Anna Gilbert,Yale University
Stochastic Backpropagation and Approximate Inference in Deep Generative Models,Research contribution by Danilo Jimenez Rezende,https://scholar.google.com/citations?user=UGlyhFMAAAAJ,N/A,Danilo Jimenez Rezende,Google (United States)
Semi-Supervised Learning with Deep Generative Models,Research contribution by Danilo Jimenez Rezende,https://scholar.google.com/citations?user=UGlyhFMAAAAJ,N/A,Danilo Jimenez Rezende,Google (United States)
Variational Inference with Normalizing Flows,Research contribution by Danilo Jimenez Rezende,https://scholar.google.com/citations?user=UGlyhFMAAAAJ,N/A,Danilo Jimenez Rezende,Google (United States)
DRAW: A Recurrent Neural Network For Image Generation,Research contribution by Danilo Jimenez Rezende,https://scholar.google.com/citations?user=UGlyhFMAAAAJ,N/A,Danilo Jimenez Rezende,Google (United States)
Information-theoretic metric learning,Research contribution by Suvrit Sra,https://scholar.google.com/citations?user=eyCw9goAAAAJ,N/A,Suvrit Sra,Massachusetts Institute of Technology
Optimization for Machine Learning,Research contribution by Suvrit Sra,https://scholar.google.com/citations?user=eyCw9goAAAAJ,N/A,Suvrit Sra,Massachusetts Institute of Technology
Clustering on the Unit Hypersphere using von Mises-Fisher Distributions,Research contribution by Suvrit Sra,https://scholar.google.com/citations?user=eyCw9goAAAAJ,N/A,Suvrit Sra,Massachusetts Institute of Technology
Generalized Nonnegative Matrix Approximations with Bregman Divergences,Research contribution by Suvrit Sra,https://scholar.google.com/citations?user=eyCw9goAAAAJ,N/A,Suvrit Sra,Massachusetts Institute of Technology
Minimum Sum-Squared Residue Co-clustering of Gene Expression Data,Research contribution by Suvrit Sra,https://scholar.google.com/citations?user=eyCw9goAAAAJ,N/A,Suvrit Sra,Massachusetts Institute of Technology
Towards A Rigorous Science of Interpretable Machine Learning,Research contribution by Been Kim,https://scholar.google.com/citations?user=aGXkhcwAAAAJ,N/A,Been Kim,Google (United States)
SmoothGrad: removing noise by adding noise,Research contribution by Been Kim,https://scholar.google.com/citations?user=aGXkhcwAAAAJ,N/A,Been Kim,Google (United States)
Interpretability Beyond Feature Attribution: Quantitative Testing with\n Concept Activation Vectors (TCAV),Research contribution by Been Kim,https://scholar.google.com/citations?user=aGXkhcwAAAAJ,N/A,Been Kim,Google (United States)
Sanity Checks for Saliency Maps,Research contribution by Been Kim,https://scholar.google.com/citations?user=aGXkhcwAAAAJ,N/A,Been Kim,Google (United States)
"Examples are not enough, learn to criticize! Criticism for Interpretability",Research contribution by Been Kim,https://scholar.google.com/citations?user=aGXkhcwAAAAJ,N/A,Been Kim,Google (United States)
On the Opportunities and Risks of Foundation Models,Research contribution by Tatsunori Hashimoto,https://scholar.google.com/citations?user=5ygiTwsAAAAJ,N/A,Tatsunori Hashimoto,N/A
Emergent Abilities of Large Language Models,Research contribution by Tatsunori Hashimoto,https://scholar.google.com/citations?user=5ygiTwsAAAAJ,N/A,Tatsunori Hashimoto,N/A
Discovery of directional and nondirectional pioneer transcription factors by modeling DNase profile magnitude and shape,Research contribution by Tatsunori Hashimoto,https://scholar.google.com/citations?user=5ygiTwsAAAAJ,N/A,Tatsunori Hashimoto,N/A
Distributionally Robust Neural Networks for Group Shifts: On the Importance of Regularization for Worst-Case Generalization,Research contribution by Tatsunori Hashimoto,https://scholar.google.com/citations?user=5ygiTwsAAAAJ,N/A,Tatsunori Hashimoto,N/A
Generating Sentences by Editing Prototypes,Research contribution by Tatsunori Hashimoto,https://scholar.google.com/citations?user=5ygiTwsAAAAJ,N/A,Tatsunori Hashimoto,N/A
Advances and Open Problems in Federated Learning,Research contribution by Florian Tramer,https://scholar.google.com/scholar?q=Florian+Tramer,N/A,Florian Tramer,ETH Zurich
On the Opportunities and Risks of Foundation Models,Research contribution by Florian Tramer,https://scholar.google.com/scholar?q=Florian+Tramer,N/A,Florian Tramer,ETH Zurich
Ensemble Adversarial Training: Attacks and Defenses,Research contribution by Florian Tramer,https://scholar.google.com/scholar?q=Florian+Tramer,N/A,Florian Tramer,ETH Zurich
Stealing Machine Learning Models via Prediction APIs,Research contribution by Florian Tramer,https://scholar.google.com/scholar?q=Florian+Tramer,N/A,Florian Tramer,ETH Zurich
The Space of Transferable Adversarial Examples,Research contribution by Florian Tramer,https://scholar.google.com/scholar?q=Florian+Tramer,N/A,Florian Tramer,ETH Zurich
A large annotated corpus for learning natural language inference,Research contribution by Samuel R Bowman,https://scholar.google.com/scholar?q=Samuel+R+Bowman,N/A,Samuel R Bowman,N/A
GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding,Research contribution by Samuel R Bowman,https://scholar.google.com/scholar?q=Samuel+R+Bowman,N/A,Samuel R Bowman,N/A
SuperGLUE: A Stickier Benchmark for General-Purpose Language Understanding Systems,Research contribution by Samuel R Bowman,https://scholar.google.com/scholar?q=Samuel+R+Bowman,N/A,Samuel R Bowman,N/A
Evaluating the Effectiveness of Large Language Models in Representing Textual Descriptions of Geometry and Spatial Relations (Short Paper),Research contribution by Tom B Brown,https://scholar.google.com/scholar?q=Tom+B+Brown,N/A,Tom B Brown,University of Massachusetts Lowell
Language Models are Few-Shot Learners,Research contribution by Tom B Brown,https://scholar.google.com/scholar?q=Tom+B+Brown,N/A,Tom B Brown,University of Massachusetts Lowell
Scaling Laws for Neural Language Models,Research contribution by Tom B Brown,https://scholar.google.com/scholar?q=Tom+B+Brown,N/A,Tom B Brown,University of Massachusetts Lowell
Deep reinforcement learning from human preferences,Research contribution by Tom B Brown,https://scholar.google.com/scholar?q=Tom+B+Brown,N/A,Tom B Brown,University of Massachusetts Lowell
Technical Report on the CleverHans v2.1.0 Adversarial Examples Library,Research contribution by Tom B Brown,https://scholar.google.com/scholar?q=Tom+B+Brown,N/A,Tom B Brown,University of Massachusetts Lowell
